card,color,cost,creature,scryfall,mtgo,back
"Uro, Titan of Nature's Wrath",UG,{1}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/0/a0b6a71e-56cb-4d25-8f2b-7a4f1b60900d.jpg?1601289774,79582,
Fathom Mage,UG,{2}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/f/4fa311f1-f11e-492d-9f18-e7489f950be7.jpg?1561826540,47771,
"Keruga, the Macrosage",UG,{3}{G/U}{G/U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/9/a90ee952-de7a-420f-993c-a38db89bc8ac.jpg?1591228418,80459,
Master Biomancer,UG,{2}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/a/1a47da7c-80f3-4b98-aaac-778c34a35cb6.jpg?1561817948,47935,
Mystic Snake,UG,{1}{G}{U}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/f/5f5c59dd-e3e7-4179-b10b-d066e870eafb.jpg?1562776968,26163,
Parcelbeast,UG,{2}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/1/610bb98c-d66a-44cc-92e2-a80d700b59e4.jpg?1591228161,80407,
Prime Speaker Vannifar,UG,{2}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/4/84abfc59-10a7-4cb5-9cdd-81797116c810.jpg?1572893948,71390,
"Rashmi, Eternities Crafter",UG,{2}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/c/3ce37555-49a2-4112-95b4-f3376b55b45b.jpg?1576382857,61775,
"Zegana, Utopian Speaker",UG,{2}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/d/dd199a48-5ac8-4ab9-a33c-bbce6f7c9d1b.jpg?1584831935,71428,
"Roalesk, Apex Hybrid",UG,{2}{G}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/e/de14b4fd-fb4e-4986-9123-69ae68b5050a.jpg?1559959454,72032,
"Tatyova, Benthic Druid",UG,{3}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/3/93657aaa-7a0f-49ad-b026-6f79b3bd6768.jpg?1591104748,67877,
Growth Spiral,UG,{G}{U},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/c/7c77a6b1-ef06-4da5-8e86-a5204216cb77.jpg?1584831556,71356,
Hadana's Climb // Winged Temple of Orazca,UG,{1}{G}{U} // ,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/e/8e7554bc-8583-4059-8895-c3845bc27ae3.jpg?1555428629,66769,https://c1.scryfall.com/file/scryfall-cards/normal/back/8/e/8e7554bc-8583-4059-8895-c3845bc27ae3.jpg?1555428629
Bring to Light,UG,{3}{G}{U},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/2/d25b13a4-6282-4426-8b01-9550f7d52d16.jpg?1562945077,58573,
Deathrite Shaman,BG,{B/G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/0/70496f16-c4c0-4c03-beef-454eb4824cd1.jpg?1562788028,46777,
Fiend Artisan,BG,{B/G}{B/G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/c/6cd9d800-6d31-42e2-87d2-772db0ff95ed.jpg?1591228355,80449,
"Chevill, Bane of Monsters",BG,{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/e/fecbf0a3-ebe1-43b6-a720-462ba19002eb.jpg?1591227985,80371,
Creakwood Liege,BG,{1}{B/G}{B/G}{B/G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/0/906ddeb6-4021-4e16-b0b9-dfe087673944.jpg?1562925430,29994,
Korozda Guildmage,BG,{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/6/761c16aa-d4a7-492d-9275-98d0e07de45a.jpg?1562788386,46445,
Lotleth Troll,BG,{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/b/3b628197-f26c-457a-b9a4-c1f1d3e02f3d.jpg?1562785115,46779,
Moss-Pit Skeleton,BG,{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/5/95a445dc-3aea-4281-a145-0ab3a28ec6c6.jpg?1604200221,83451,
Skull Prophet,BG,{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/f/2f5ec787-79f6-4922-a0f7-debde8f7a4be.jpg?1591228226,80421,
Winding Constrictor,BG,{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/0/107c8aa8-c8f8-4cbf-821b-bd2cb33354f0.jpg?1576382180,62823,
"Grakmaw, Skyclave Ravager",BG,{1}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/d/bd227384-e0e3-40ce-98bb-8b7cf1900ad7.jpg?1604200053,83441,
Leyline Prowler,BG,{1}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/5/c56b4e8f-d48e-4bb0-883d-29f978033f65.jpg?1557577175,72010,
"Reyhan, Last of the Abzan",BG,{1}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/4/24848721-74f5-492c-b157-1ef6488af09f.jpg?1562253435,62317,
Acolyte of Affliction,BG,{2}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/1/a14afed6-ca42-442d-ba86-621179e6957c.jpg?1581480955,79536,
Boneyard Lurker,BG,{2}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/7/37e4df5b-ec53-4f8a-8c26-272b3177c0a6.jpg?1591227954,80365,
Corpsejack Menace,BG,{2}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/3/b35a8efe-2a3e-4060-9134-d4150e4bdf28.jpg?1562791837,46495,
Meren of Clan Nel Toth,BG,{2}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/6/66b0c460-9c8b-4e1a-8b61-a1fa8f1a896e.jpg?1562915783,59147,
"Polukranos, Unchained",BG,{2}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/7/87858278-632c-4d82-b3a3-adfc6f2f4fc6.jpg?1581481126,79572,
Baloth Null,BG,{4}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/8/8811d210-23e2-4318-9730-7ee3b2021c68.jpg?1562922516,59585,
Find // Finality,BG,{B/G}{B/G} // {4}{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/e/1e4e9e35-6cbc-4997-beff-d1a22d87545e.jpg?1572893984,69843,
Status // Statue,BG,{B/G} // {2}{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/4/44614c6d-5508-4077-b825-66d5d684086c.jpg?1572894024,69873,
Abrupt Decay,BG,{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/b/3b1e92b4-6e53-4dba-a572-c67e01965ac5.jpg?1562785076,46497,
Assassin's Trophy,BG,{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/0/906b6e99-128f-4c11-8daf-16099d35b0d4.jpg?1572893498,69677,
Maelstrom Pulse,BG,{1}{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/b/eb651c3a-cb27-4b73-8eb6-b87d65211097.jpg?1562644898,32388,
Pernicious Deed,BG,{1}{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/6/8652e3a1-bcd4-4c0c-a085-34f19702df26.jpg?1562437624,67338,
Putrefy,BG,{1}{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/d/0d43a0b6-2a5c-4959-96ee-6e570949dfed.jpg?1562897570,48328,
Deathsprout,BG,{1}{B}{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/d/6d615557-aea8-4057-9fbd-d62dd98edc13.jpg?1557577090,71984,
"Vraska, Golgari Queen",BG,{2}{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/3/a36d3ea7-0f18-4865-b47b-755673db065e.jpg?1572893904,69799,
Back for More,BG,{4}{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/f/3fc7210c-da23-4cec-9195-4de75587f40f.jpg?1591227943,80363,
Casualties of War,BG,{2}{B}{B}{G}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/8/08fc5e50-c6f7-41ec-815a-5667eefded78.jpg?1557577078,71980,
"Ayli, Eternal Pilgrim",WB,{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/7/e7b5893d-6df6-4cae-ae70-d02d443d1740.jpg?1562941484,59583,
Cartel Aristocrat,WB,{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/5/25bcfbc0-1401-4e5e-8145-c8936c4ff725.jpg?1561820231,47569,
Corpse Knight,WB,{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/b/8b45117b-8369-48fc-8e5d-8986e662d123.jpg?1592517488,73311,
Cruel Celebrant,WB,{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/7/87ead6ac-b1c5-4852-8413-7fa43c6cfc57.jpg?1557577084,71982,
General's Enforcer,WB,{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/6/f6a45d0e-582a-4ec1-b83b-71b6a0ff6249.jpg?1591228039,80385,
Lurrus of the Dream-Den,WB,{1}{W/B}{W/B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/a/5ad36fb2-c44e-4085-ba0d-54277841ad3a.jpg?1591228429,80461,
Tidehollow Sculler,WB,{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/a/1abecc77-07f2-43e4-8585-0a8199cdcf01.jpg?1562701606,31125,
Deathbringer Liege,WB,{2}{W/B}{W/B}{W/B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/c/6c8157e1-72ae-47ea-84ce-fb0b154215aa.jpg?1562917740,30052,
General Kudro of Drannith,WB,{1}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/c/2c3227ae-0c72-478a-a6dd-661aaf718038.jpg?1591228027,80383,
"Kambal, Consul of Allocation",WB,{1}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/9/49d61ddb-2662-427c-a97d-21e41b86130d.jpg?1576382847,62037,
Necropanther,WB,{1}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/e/2e1ed055-8988-4625-9d57-8ce8a4e04aea.jpg?1591228129,80401,
Sin Collector,WB,{1}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/0/305a3feb-df49-486c-a3b4-ff2721d60019.jpg?1562903924,48310,
"Aryel, Knight of Windgrace",WB,{2}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/8/58e2981b-bf25-4d9d-8811-5a1ff0b4d5d2.jpg?1562736077,67849,
Seraph of the Scales,WB,{2}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/6/d602e9e6-31ed-4d17-b39c-457b3b182943.jpg?1584831817,71410,
Arvad the Cursed,WB,{3}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/8/e811f37a-f381-42e7-9b4a-15b2241eb10d.jpg?1562744733,67847,
Unmake,WB,{W/B}{W/B}{W/B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/3/338f7852-9f69-4406-b6ad-93a2574296f7.jpg?1562905831,29966,
Despark,WB,{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/2/32b17dfc-b916-4134-ba77-501cff435e7e.jpg?1557577097,71986,
Dire Tactics,WB,{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/0/e0e3974e-3753-4f25-8930-6d96b40332ce.jpg?1591234691,80375,
Gerrard's Verdict,WB,{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/8/583740c0-68cf-4205-b682-2f97c0880d42.jpg?1562915736,16126,
Anguished Unmaking,WB,{1}{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/0/90ced4fa-6509-4f7a-9da7-efc70de6f90c.jpg?1576385327,60088,
Kaya's Guile,WB,{1}{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/7/179bd74b-c458-49d6-90ac-6075454e43dd.jpg?1562202355,72782,
Mortify,WB,{1}{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/b/ebf6c0dc-5c7b-4170-99bc-2637ea44e716.jpg?1584831682,71384,
Profane Procession // Tomb of the Dusk Rose,WB,{1}{W}{B} // ,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/d/1d94ff37-f04e-48ee-8253-d62ab07f0632.jpg?1555428604,66791,https://c1.scryfall.com/file/scryfall-cards/normal/back/1/d/1d94ff37-f04e-48ee-8253-d62ab07f0632.jpg?1555428604
Vindicate,WB,{1}{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/6/1658f12b-8ac5-4d29-86d5-f20c4d5f7e48.jpg?1562433024,67352,
"Kaya, Ghost Assassin",WB,{2}{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/7/4797a33f-37a0-41ef-bf66-ca01856afe3b.jpg?1562253520,62269,
"Sorin, Vengeful Bloodlord",WB,{2}{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/5/354fe9bd-4ec8-409c-8ce5-b29393f3d169.jpg?1557577268,72040,
Utter End,WB,{2}{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/9/39643107-8873-42f6-9b4d-b546a0a976ba.jpg?1562784988,54188,
Merciless Eviction,WB,{4}{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/9/d9876a4c-714b-47e5-9589-148a623af96a.jpg?1561848654,47749,
Esper Stormblade,WUB,{W/B}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/6/e60ac6f0-fdec-4e2c-86c6-02d36c7bbaf5.jpg?1562644772,32456,
Esper Sojourners,WUB,{W}{U}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/9/896d502a-d9c3-4101-92af-a8c9d945f47b.jpg?1562642689,32454,
Merieke Ri Berit,WUB,{W}{U}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/3/63f7cf94-78f6-4f30-ab24-8b90231520f1.jpg?1562777403,26053,
"Alela, Artful Provocateur",WUB,{1}{W}{U}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/2/726e7dc5-2089-4758-93e1-79212aedf75f.jpg?1591605150,78708,
"Varina, Lich Queen",WUB,{1}{W}{U}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/f/7f0c9fbe-0307-44f7-8b67-f436cb6e378c.jpg?1559959129,70741,
"Yennett, Cryptic Sovereign",WUB,{2}{W}{U}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/7/870fc68d-f61b-4c05-8ddb-077415c7dda7.jpg?1559959165,70747,
"Chromium, the Mutable",WUB,{4}{W}{U}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/0/50c1de2c-1acc-47c8-9b5e-a9dae3da8a49.jpg?1562302164,68589,
Trial // Error,WUB,{W}{U} // {U}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/5/553028fc-eeab-42e2-9887-cf45ea3f01a6.jpg?1593273977,24353,
Esper Charm,WUB,{W}{U}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/3/a3d70a07-8d91-462c-aa96-901cc9a81531.jpg?1562707353,30867,
Grixis Grimblade,UBR,{U/R}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/d/9dbcb812-15ad-4878-9968-cfa65a352703.jpg?1562643209,32470,
"Kess, Dissident Mage",UBR,{1}{U}{B}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/6/3651483f-6077-4b4e-b2c7-9d57f22c65dc.jpg?1562202361,72784,
"Marchesa, the Black Rose",UBR,{1}{U}{B}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/2/a23aa9ef-0e3e-4a4e-a519-29915c258951.jpg?1562927784,59113,
"Nicol Bolas, the Ravager // Nicol Bolas, the Arisen",UBR,{1}{U}{B}{R} // ,1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/b/7b215968-93a6-4278-ac61-4e3e8c3c3943.jpg?1566971561,68597,https://c1.scryfall.com/file/scryfall-cards/normal/back/7/b/7b215968-93a6-4278-ac61-4e3e8c3c3943.jpg?1566971561
Rise // Fall,UBR,{U}{B} // {B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/6/a6bd585d-0155-4ed8-8b8a-9c0b7604e942.jpg?1593273963,24365,
Grixis Charm,UBR,{U}{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/9/a98a6695-44ce-445f-b476-e18a0b5dd8f2.jpg?1562707577,30869,
Slave of Bolas,UBR,{3}{U/R}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/f/6fc177ec-dcd5-409d-a278-d84c3e6d28fa.jpg?1562642014,32500,
Dark Intimations,UBR,{2}{U}{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/d/dd8f103c-a688-4f22-ae59-2bce1db9d44a.jpg?1576382106,62833,
"Nicol Bolas, Dragon-God",UBR,{U}{B}{B}{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/8/98b68dea-a7be-4f99-8a50-4c8cf0e0f7a9.jpg?1575031756,72020,
Cruel Ultimatum,UBR,{U}{U}{B}{B}{B}{R}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/d/0d267804-23de-4521-ae64-4dd5cd836c6c.jpg?1562701048,31147,
Jund Hackblade,BRG,{B/G}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/1/61e3b73a-598b-4854-b811-2fd40fbce2d0.jpg?1562641629,32464,
"Gyrus, Waker of Corpses",BRG,{X}{B}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/2/9278b339-8700-4b25-8c89-8f3888a73290.jpg?1559959081,70661,
Scarland Thrinax,BRG,{B}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/2/e2a179b9-e962-49a4-ad92-8cd0291296c1.jpg?1562804273,31833,
Sprouting Thrinax,BRG,{B}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/9/8950df86-1e27-4b6b-8b5c-25298a3bda85.jpg?1562706338,30929,
"Korvold, Fae-Cursed King",BRG,{2}{B}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/2/92ea1575-eb64-43b5-b604-c6e23054f228.jpg?1571197150,78718,
"Wasitora, Nekoru Queen",BRG,{2}{B}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/f/0f680395-8e4f-49e9-8259-1c3ae56c8c2e.jpg?1562253044,65705,
Broodmate Dragon,BRG,{3}{B}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/e/aea1360e-7c6b-400c-893a-82d93e53101e.jpg?1562707795,31305,
"Prossh, Skyraider of Kher",BRG,{3}{B}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/8/889c1a0f-7df2-4497-8058-04358173d7e8.jpg?1562438016,67342,
Sangrite Backlash,BRG,{B/G}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/a/fa56b15e-d02d-4306-82a6-ced778fee90f.jpg?1562645217,32282,
Lavalanche,BRG,{X}{B}{R}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/4/749981d6-78e7-4f53-80a8-f211e61bd532.jpg?1562642149,32386,
Naya Hushblade,WRG,{R/W}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/e/5eed1b7f-0672-4066-9e21-c5252f6dc482.jpg?1562641591,32458,
Knotvine Mystic,WRG,{R}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/6/f6372fa0-e9c8-45d0-a3b8-72eb191c6b26.jpg?1562804685,31791,
Woolly Thoctar,WRG,{R}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/d/7d5907d5-ae5c-4c9d-a5df-61f1c94f979d.jpg?1562705775,31329,
"Atla Palani, Nest Tender",WRG,{1}{R}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/6/f6aa473b-85cd-431d-844b-218368fe955e.jpg?1568003640,77130,
Naya Sojourners,WRG,{2}{R}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/e/7e2de336-8c61-45b1-affd-6322530b91ca.jpg?1562642400,32460,
"Rienne, Angel of Rebirth",WRG,{2}{R}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/f/1fd040a8-b818-465b-a78b-d68402982abc.jpg?1563991325,73618,
"Zacama, Primal Calamity",WRG,{6}{R}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/a/5aa75f2b-53c5-47c5-96d2-ab796358a96f.jpg?1555040980,66811,
Trace of Abundance,WRG,{R/W}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/1/6151001a-cf4b-4f95-a986-7181313e2224.jpg?1562641622,32250,
Fiery Justice,WRG,{R}{G}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/7/47668293-586b-4f9d-b1ab-c4fbde4ee944.jpg?1562775473,26049,
Naya Charm,WRG,{R}{G}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/7/47748c3a-c60a-4f2e-9eb8-2675c067bb9c.jpg?1562703420,30865,
Pure // Simple,WRG,{1}{R}{G} // {1}{G}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/3/b3a5d913-0b78-4918-87cf-0bb33b9d120e.jpg?1593273949,24371,
Bant Sureblade,WUG,{G/U}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/6/162feb2b-e641-4338-bcf1-1f7e7a11bb9d.jpg?1562639838,32468,
"Derevi, Empyrial Tactician",WUG,{G}{W}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/d/3d61a4d4-f0d5-4bc4-8977-57bbb3d97776.jpg?1562907739,51360,
"Jenara, Asura of War",WUG,{G}{W}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/6/d643c335-e3a7-461d-a024-095795ab6770.jpg?1562644463,32374,
Rhox War Monk,WUG,{G}{W}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/9/19fb67e1-b791-4246-aebc-49fcf0f92c6c.jpg?1562701577,31051,
Bant Sojourners,WUG,{1}{G}{W}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/f/eff007af-0329-4872-8621-41e90d9f06e6.jpg?1562645006,32448,
Rafiq of the Many,WUG,{1}{G}{W}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/4/249c188d-c11d-46f7-a2d8-a67df4ba401b.jpg?1562701999,31013,
"Chulane, Teller of Tales",WUG,{2}{G}{W}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/3/83f43730-1c1f-4150-8771-d901c54bedc4.jpg?1571282906,78712,
Crystallization,WUG,{G/U}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/d/cd0e9e1b-bd37-43a7-abd3-4582315a268d.jpg?1562644250,32346,
Bant Charm,WUG,{G}{W}{U},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/5/65b65c87-b084-44aa-b841-411a3c73e234.jpg?1562704776,30871,
"Tamiyo, Field Researcher",WUG,{1}{G}{W}{U},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/f/9f9aced7-9ae9-432f-b8c0-caac9cad098b.jpg?1576385026,61262,
"Mathas, Fiend Seeker",WBR,{R}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/9/09f688cd-9315-4d70-ae90-309f3e552c1f.jpg?1562253030,65759,
Butcher of the Horde,WBR,{1}{R}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/c/4c76027b-9c8d-4181-9311-270fed0212e3.jpg?1562786278,54182,
Queen Marchesa,WBR,{1}{R}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/d/4d35f19a-6afe-4c99-baa3-39ad7f48d580.jpg?1562253912,63580,
"Snapdax, Apex of the Hunt",WBR,{1}{R}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/1/51fdeeb7-9868-4fc2-9c53-806244cd5488.jpg?1591228256,80427,
Crackling Doom,WBR,{R}{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/8/f83c7d53-2599-42a9-ae96-a2699c5164cb.jpg?1562796251,54432,
Mardu Charm,WBR,{R}{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/3/c35fb7a3-7c7f-4470-b1ad-5b8709a608e6.jpg?1562793176,54128,
Savage Knuckleblade,URG,{G}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/c/4c9dddd3-7c8d-4669-8298-58149b142b8a.jpg?1562786291,54186,
"Omnath, Locus of the Roil",URG,{1}{G}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/b/cb53a29d-2de2-4874-a6f3-0fecbfa14cf2.jpg?1592517562,73331,
"Illuna, Apex of Wishes",URG,{2}{G}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/f/9fc99c81-d112-4811-9bba-77a14d904692.jpg?1591228061,80389,
Maelstrom Wanderer,URG,{5}{G}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/a/6a494b35-44d4-45e3-abfa-eb1874c6aa21.jpg?1580015060,60977,
Guided Passage,URG,{G}{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/b/0b2e8e58-aee1-4882-943a-17a6af2f8410.jpg?1562897520,16246,
Temur Ascendancy,URG,{G}{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/1/11746bf1-d813-4ade-8ce4-9935cebef856.jpg?1562782711,54440,
Temur Charm,URG,{G}{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/2/e2ee3e36-a849-42b0-b84b-027a08427c35.jpg?1562794960,54132,
Song of Creation,URG,{1}{G}{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/7/b7320233-1c83-4f61-8c08-cc8361867256.jpg?1591228265,80429,
Genesis Ultimatum,URG,{G}{G}{U}{U}{U}{R}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/5/556dfe7a-43e8-4801-ad79-89ab2148eca6.jpg?1591228052,80387,
"Leovold, Emissary of Trest",UBG,{B}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/d/dda80811-0410-4b51-bc67-82c50209a0a2.jpg?1586440509,70477,
"Rayami, First of the Fallen",UBG,{1}{B}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/9/6997ad62-f34c-4490-aee4-6d5c08e14709.jpg?1568003720,77150,
"Brokkos, Apex of Forever",UBG,{2}{B}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/9/c9f07625-fbd8-4581-8568-eb3cfb2a4c1e.jpg?1591227964,80367,
"Volrath, the Shapestealer",UBG,{2}{B}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/1/a149d6a5-c865-475a-87b7-596a19f6c80d.jpg?1568003743,77156,
"Yarok, the Desecrated",UBG,{2}{B}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/1/a1001d43-e11b-4e5e-acd4-4a50ef89977f.jpg?1592517590,73339,
