card,color,cost,creature,scryfall,mtgo,back
Canopy Baloth,G,{3}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/b/6b04160c-89a7-4dcd-b05d-5dc846824d64.jpg?1604198638,83349,
Eyeless Watcher,G,{3}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/d/4d949d0e-baf7-4573-bb15-7e30e3e9b202.jpg?1562913168,58455,
"Goreclaw, Terror of Qal Sisma",G,{3}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/6/36d4574a-3266-4497-b145-fb25820d8a7f.jpg?1562301680,68533,
Kozilek's Predator,G,{3}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/a/4ab37d0e-5542-4ae0-a48e-d0a4e6bf48e7.jpg?1562703533,36766,
Soul Swallower,G,{2}{G}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/7/77efeaed-f598-43a0-979d-1b92b895b18f.jpg?1562917209,60460,
Stampeding Wildebeests,G,{2}{G}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/0/b0912be9-afa5-4ca9-940a-682df7f993fd.jpg?1562553644,27034,
World Shaper,G,{3}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/5/d59c87f5-95ab-4385-abbe-99a3149bdbcf.jpg?1555040775,66755,
Gigapede,G,{3}{G}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/a/0a96a608-9237-41c1-824c-89d5fad939ad.jpg?1562897409,18157,
Iridescent Hornbeetle,G,{4}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/1/214ef641-b08c-42d0-94a5-3054fa7fcebc.jpg?1604263662,83359,
Kessig Cagebreakers,G,{4}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/a/fae22886-da03-49f2-873c-98a7ea2ee17d.jpg?1562840089,42796,
Plaguemaw Beast,G,{3}{G}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/2/52341830-8cea-421f-b901-9229004f2d45.jpg?1562611301,39361,
Ridgescale Tusker,G,{3}{G}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/4/84b689cc-35ef-4a23-bb1e-4d81b9fb8455.jpg?1579814138,62787,
Brood Monitor,G,{4}{G}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/a/ea7d4a49-8681-4f95-8718-96648bf73c39.jpg?1562950866,58447,
Hooting Mandrills,G,{5}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/9/090d678c-f0e4-4757-8900-93dfe67aefe9.jpg?1562782269,54040,
Nemesis of Mortals,G,{4}{G}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/4/c4010889-1d7a-4db3-a27c-c39baa024765.jpg?1562829927,50490,
It of the Horrid Swarm,G,{8},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/e/2e9160cb-d3de-49ca-a97d-2cd259cd5447.jpg?1576383739,61438,
Might of the Masses,G,{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/0/10465f4f-f4ff-45d8-bc97-3ec85e5eea70.jpg?1562701241,36530,
Noxious Revival,G,{G/P},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/b/1bdd1243-1d14-496a-9b7a-0c5b34461361.jpg?1562875840,39922,
Prey Upon,G,{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/7/b7b3eaf0-4207-4bac-923d-29f348c95a35.jpg?1562836015,42304,
Seal of Strength,G,{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/5/559c3909-51e3-4a3e-8570-107ffe69e30d.jpg?1580014904,60907,
Traverse the Ulvenwald,G,{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/b/bbc69a17-db08-4b4a-bc37-98a12ea108dc.jpg?1576385271,60332,
Unbridled Growth,G,{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/9/393fc419-a6ce-447d-9994-744cf41f9a27.jpg?1576382093,62777,
Vessel of Nascency,G,{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/9/89533790-38c2-4b53-90fa-8abf8c1a6abb.jpg?1576385291,60230,
Fists of Ironwood,G,{1}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/d/7d114268-7768-4a7c-a6fb-78fec7d4495a.jpg?1593813795,63059,
Fungal Plots,G,{1}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/6/56419f2a-63cf-4ab7-bad0-b0f773fc0570.jpg?1562735932,67785,
Grapple with the Past,G,{1}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/4/d44a77a6-e8a1-4706-886f-8ab3af56b342.jpg?1576384800,61230,
Mulch,G,{1}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/2/52a1dabd-82df-4814-9d64-bf7bf9c1018d.jpg?1562830242,42626,
Ordeal of Nylea,G,{1}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/5/e5c48950-c246-47ad-94e1-bf42a62c2fe7.jpg?1562835500,50234,
Warbriar Blessing,G,{1}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/1/11d64cab-2ed1-46d9-8034-0c2ba3f2e1ed.jpg?1581480932,79532,
Courage in Crisis,G,{2}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/7/67a22083-9ef9-4ff7-8502-3a77e69299df.jpg?1557576893,71922,
Crawling Sensation,G,{2}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/f/7f6d5abe-22b5-4ef1-ad74-af3e75e22a07.jpg?1576385029,60172,
Curse of Predation,G,{2}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/a/daf631ad-762f-4bec-9588-aca88507cad5.jpg?1562854661,66197,
Harrow,G,{2}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/3/e309c1fc-3a7c-4624-8b48-9b152c2590ae.jpg?1562617636,34468,
Inspiring Call,G,{2}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/5/c565b991-7021-4b81-b9c0-f7231daae360.jpg?1562792785,55972,
Relentless Pursuit,G,{2}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/5/752b9560-b1d6-441c-8bc8-bf6988112d25.jpg?1581480858,79514,
Scale the Heights,G,{2}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/7/e781d6ad-950e-49bf-9645-e2354086ae49.jpg?1604199378,83393,
Ulvenwald Mysteries,G,{2}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/6/1614bad6-07db-4a7c-8336-3ac3db393689.jpg?1599707631,82402,
Gutter Grime,G,{4}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/9/a9d007a2-163d-4e09-a70b-280a6fa3203b.jpg?1562835224,42608,
Spider Spawning,G,{4}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/9/f97007af-6642-4105-8d8c-4223681e1cf9.jpg?1562839993,42396,
Become Immense,G,{5}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/e/5e17b65e-56c3-4e12-a774-780514dfd8ba.jpg?1562787250,54400,
Biogenic Upgrade,G,{4}{G}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/d/0dd73fb2-453f-40b9-8beb-dfa99e6a706e.jpg?1584831101,71246,
Overwhelm,G,{5}{G}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/1/01702401-9dfe-4e52-9d6d-cf594261b009.jpg?1562781780,53782,
"Temmet, Vizier of Naktamun",ally,{W}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/a/6af12a34-52a1-4940-a8d5-9e9811fcd59f.jpg?1543676111,64016,
Empyrean Eagle,ally,{1}{W}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/c/ac555709-c7cc-4c64-8a6f-8fe2bc149fcd.jpg?1592517502,73315,
"Hanna, Ship's Navigator",ally,{1}{W}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/3/83a4e48d-6452-4245-bdad-63fe3263550e.jpg?1562921669,82434,
Silkbind Faerie,ally,{2}{W/U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/2/12d06328-a124-40e4-a9d8-2342a881970e.jpg?1562826974,29369,
Aven Wind Guide,ally,{2}{W}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/1/414bc716-2b1b-4731-bd0c-f4a5caf26e40.jpg?1543676028,63992,
Cloudblazer,ally,{3}{W}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/c/3cb12355-abd8-4bf3-aac1-f710ac162585.jpg?1576382761,62035,
"Kangee, Sky Warden",ally,{3}{W}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/9/99988f41-99b4-4423-be5f-9dc4ec7d813b.jpg?1604426665,85348,
Soaring Thought-Thief,ally,{U}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/d/0d73c9c4-8955-499f-8f87-6500b35b4977.jpg?1604200453,83467,
Siren of the Silent Song,ally,{1}{U}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/9/990f4438-aa74-4460-8bac-93480d0bb0dc.jpg?1593092828,51861,
"Anowon, the Ruin Thief",ally,{2}{U}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/c/bca84fc4-4710-44c8-b90a-73ef888714d8.jpg?1604195218,83629,
Ruthless Deathfang,ally,{4}{U}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/3/93d99f0d-f5d4-4480-ac5e-fe9ff808416e.jpg?1562790016,56370,
Drown in the Loch,ally,{U}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/b/8bf5df5b-164d-4ec2-a5e6-bbaea152e271.jpg?1572490739,78520,
Pilfered Plans,ally,{1}{U}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/4/3475fcc6-ee53-48da-89d2-80685a584e6a.jpg?1562904762,48356,
Soul Manipulation,ally,{1}{U}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/c/bcd3cb05-c6f9-435a-a0e7-1f85da4a36eb.jpg?1562643969,32412,
Stormfist Crusader,ally,{B}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/7/27425f2e-e0b2-489d-877d-8257d2026bfd.jpg?1572490842,78550,
Anje Falkenrath,ally,{1}{B}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/1/913dd06f-ed2f-4128-9c9d-9cd0d8a55425.jpg?1568003632,77128,
"Neheb, the Worthy",ally,{1}{B}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/5/7593d5fb-c6b3-4d24-b9d3-97a4378161fd.jpg?1543676084,64008,
Bloodhall Priest,ally,{2}{B}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/4/c4824cca-0039-4486-be8f-650dac2c8e9f.jpg?1576384968,61478,
Merciless Javelineer,ally,{2}{B}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/e/ee0e8c57-3046-414d-be00-39bfb2537026.jpg?1543676077,64006,
Dreadbore,ally,{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/8/a83945c6-4dc6-4d9a-9bc2-2d4a264e5422.jpg?1562791208,46443,
Auger Spree,ally,{1}{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/5/9580a40b-b413-4f0d-9b38-13903a9d367d.jpg?1592376620,46651,
Brushfire Elemental,ally,{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/f/8fc448f6-a7fe-47c4-ac7c-385a77326469.jpg?1604199996,83437,
Tuya Bearclaw,ally,{1}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/c/8cf6b42f-8eb7-4b40-a4e6-8775ee208f7e.jpg?1604589188,85366,
Ghor-Clan Rampager,ally,{2}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/8/382048ec-0bf5-49a5-90d5-f80fbda08962.jpg?1561822913,47707,
"Mina and Denn, Wildborn",ally,{2}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/2/d27ff523-0ff3-480d-ae95-ff5e04483e40.jpg?1562937271,59355,
"Stonebrow, Krosan Hero",ally,{3}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/5/95c62102-0562-4b09-a05d-986aa4212f44.jpg?1562926661,25847,
Domri's Ambush,ally,{R}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/0/b0dcae59-e9be-45a8-8ed8-5b47309bb716.jpg?1557577110,71990,
Gruul War Chant,ally,{2}{R}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/f/df383a6a-5eb1-48e8-a5f3-f4731ddb871b.jpg?1562936649,48312,
Selesnya Guildmage,ally,{G/W}{G/W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/0/10ed69a0-8793-45c0-8971-98a062b8b1fb.jpg?1562259048,57438,
Good-Fortune Unicorn,ally,{1}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/9/49d68905-e13e-4751-b028-90c795c11cd5.jpg?1562202327,72774,
Satyr Enchanter,ally,{1}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/3/e31c544f-a748-4180-8366-9bb1622bb99d.jpg?1562304816,68609,
Wayfaring Temple,ally,{1}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/9/191c4d56-9cee-4a7a-a2d4-e417952fef00.jpg?1593814745,63377,
Bronzebeak Moa,ally,{2}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/9/291c0ebc-d489-42c7-8d8a-9216c333412f.jpg?1562902581,48308,
Sumala Woodshaper,ally,{2}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/c/8c4e427e-c061-43c5-9e8e-34bf5b447ab1.jpg?1572893819,69773,
Oath of Ajani,ally,{G}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/6/968c7d5a-b037-4ff7-b6d2-df00adf5691b.jpg?1576382123,62829,
Indulging Patrician,enemy,{1}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/4/642e0c48-1f77-41e0-abbe-f570b757cd66.jpg?1594737387,81665,
Blind Hunter,enemy,{2}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/e/be1c8995-be36-43f6-9bd7-7b8712894331.jpg?1593272585,23855,
Maw of the Obzedat,enemy,{3}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/d/cd1131c6-04da-4c4d-ab61-874ac5be7087.jpg?1562933372,48436,
Regal Bloodlord,enemy,{3}{W}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/5/65a75d3a-58cb-4ee0-88d3-52099cb57ac3.jpg?1562302641,68607,
Hidden Stockpile,enemy,{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/d/8d2176a5-66f8-4a21-bbe2-969c82ca36bd.jpg?1576382111,62819,
Mortify,enemy,{1}{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/3/a36a42b0-8216-4c99-a85f-22a520f31fd4.jpg?1561757738,35046,
One Thousand Lashes,enemy,{2}{W}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/e/eef2d548-477b-4be1-b946-6df6aac2ee6e.jpg?1561851287,47513,
Catacomb Sifter,enemy,{1}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/c/6c3b220b-e699-45b0-8ec1-1022c1f50329.jpg?1562920494,58485,
Rendclaw Trow,enemy,{2}{B/G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/c/bc293a4b-abd6-47b6-99d1-578bc22580de.jpg?1562934776,30262,
Acolyte of Affliction,enemy,{2}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/1/a14afed6-ca42-442d-ba86-621179e6957c.jpg?1581480955,79536,
Brood Butcher,enemy,{3}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/f/2f60fdd6-bc18-4c04-83d8-c204f2b35ff1.jpg?1562906100,58591,
Golgari Germination,enemy,{1}{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/4/24a1db16-d936-4f92-9611-327a988ce04c.jpg?1598917072,23460,
Putrefy,enemy,{1}{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/3/236f46d9-276b-4418-a959-39b0963fc525.jpg?1561756786,35166,
Moldervine Reclamation,enemy,{3}{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/1/618d21fe-8e3d-4887-b2e4-b92194ba1902.jpg?1592517549,73327,
Combine Guildmage,enemy,{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/a/3a6e2816-d50b-41a5-b503-faa58dc7c94a.jpg?1584831444,71326,
Merfolk Skydiver,enemy,{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/b/2bf211eb-837b-4c02-b02e-8d9e62f1abb1.jpg?1557577195,72016,
Lorescale Coatl,enemy,{1}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/b/3be31fb0-115e-4e62-babd-16870f249f06.jpg?1594737402,81669,
Plaxcaster Frogling,enemy,{1}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/4/64bb1946-8057-4a31-9de7-4bd1a9845165.jpg?1593273699,24055,
Sharktocrab,enemy,{2}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/0/e0f31228-0c47-4c51-932d-50fdec965f15.jpg?1584831829,71412,
"Tatyova, Benthic Druid",enemy,{3}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/3/93657aaa-7a0f-49ad-b026-6f79b3bd6768.jpg?1591104748,67877,
Lashweed Lurker,enemy,{8},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/1/a13f9a76-3370-4809-88ff-c300bca31c9e.jpg?1576383747,61468,
Bloodwater Entity,enemy,{1}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/7/474d0a04-b640-4d1d-b538-2d946c1ff913.jpg?1562797637,64760,
Gelectrode,enemy,{1}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/3/83fa9c4a-7027-4ddd-93e0-3c5dcaa8e48b.jpg?1593272662,23703,
"Jori En, Ruin Diver",enemy,{1}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/0/900d3af7-a03f-4173-8a8a-bd146dec9c0f.jpg?1562924083,59433,
Nivix Cyclops,enemy,{1}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/d/5d7a0e26-8cd4-4f53-8922-93ca28b1879b.jpg?1562912248,48366,
"Rielle, the Everwise",enemy,{1}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/f/5f03c944-1929-4cb2-a373-d57eefa29ed1.jpg?1591228198,80415,
Thundering Djinn,enemy,{3}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/8/28642fbe-90c8-4beb-9950-91af28d93326.jpg?1562202415,72802,
Improbable Alliance,enemy,{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/4/0461867b-ec35-4d37-a398-5247e06c4afe.jpg?1572490770,78530,
Relentless Raptor,enemy,{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/d/2d0727ba-4180-4908-93be-a8abf29a8958.jpg?1555040936,66799,
Swiftblade Vindicator,enemy,{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/2/c2a89a8f-b3a7-4c38-80fb-b5484ddbf8ec.jpg?1599708452,82476,
Tenth District Legionnaire,enemy,{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/4/44f3090b-917b-4122-b522-27c30dca8e69.jpg?1557577302,72050,
Hero of the Nyxborn,enemy,{1}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/8/9854e673-1816-4a76-b9db-bb399ac7489f.jpg?1581481079,79562,
Iroas's Champion,enemy,{1}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/0/c0441583-c9d5-47a1-8754-c9162cec64bc.jpg?1562039959,58100,
Integrity // Intervention,enemy,{R/W} // {2}{R}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/a/4a82084e-b178-442b-8007-7b2a70f3fbba.jpg?1572893998,69855,
Martial Glory,enemy,{R}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/6/3690c96c-70a3-45e5-84d7-5c82809a8f45.jpg?1561822472,47847,
Epochrasite,other,{2},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/e/eec35cbe-dd07-45c3-8fd4-802a20e6802b.jpg?1561969042,48660,
Sorcerer's Broom,other,{2},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/7/071e8f20-18b3-4bf5-a23a-adb42bf5819b.jpg?1592485689,78610,
Adaptive Automaton,other,{3},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/9/79e42ead-df6e-4181-ae2b-a2abfc3f1d7c.jpg?1562648323,41577,
Filigree Familiar,other,{3},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/c/9cc9ecfd-6cf0-4488-a14a-afec1bc0d253.jpg?1576383172,61789,
Cogwork Librarian,other,{4},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/5/453de664-0f09-4772-a626-51d58d1173f3.jpg?1562864968,65502,
Hollow One,other,{5},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/3/43fe9c6d-4fa2-4f9a-9025-1bf12fe7ed9f.jpg?1562797493,64850,
Mishra's Bauble,other,{0},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/a/8a720448-017f-4f4a-9501-678245eaed17.jpg?1593275595,24821,
Urza's Bauble,other,{0},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/9/29175e6b-a2ab-4373-8093-cb372aa8c7d0.jpg?1559592523,28071,
Adventuring Gear,other,{1},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/a/3aa395f2-656e-4bf3-bd9b-6240bd3e2774.jpg?1562611375,34434,
Blazing Torch,other,{1},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/e/4e14fc60-f300-40f0-b712-4e339dc27929.jpg?1562829946,42364,
Bloodtallow Candle,other,{1},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/f/5f8125b6-911e-4663-962a-d741984c927d.jpg?1562736519,67889,
Scrabbling Claws,other,{1},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/7/67b06cb5-5e74-456f-81b1-fced1346cc47.jpg?1584832162,71516,
Terrarion,other,{1},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/2/72fae696-0db9-4a87-8a88-b4298da01a19.jpg?1576385100,61496,
Traveler's Amulet,other,{1},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/5/a5b0afa7-e9f9-4751-af36-d85343fabc26.jpg?1562835038,42640,
Wayfarer's Bauble,other,{1},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/2/1272beac-71ac-4a88-bd49-a5a907c182ac.jpg?1562259421,57390,
Alchemist's Vial,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/5/251f89c5-d4da-4754-83fa-218c8864ef41.jpg?1562011304,58114,
Bubbling Cauldron,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/a/9af87c24-a534-462b-968b-dccf6ac63299.jpg?1562832783,49533,
Contagion Clasp,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/f/7fafcefa-d33c-4d73-b3b7-2930f28b845e.jpg?1562819567,38085,
Key to the City,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/6/66154969-5c69-40ce-8bc9-c9bc5e280d4c.jpg?1576383253,62067,
Edifice of Authority,other,{3},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/6/66e6fa29-087f-4da6-9114-30feec708560.jpg?1543676252,64114,
Adarkar Wastes,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/0/40f61de1-4e49-4640-a495-5abefd96babf.jpg?1562734250,22525,
Battlefield Forge,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/3/034c5944-aad3-4bf2-b79d-8da61ab1bd52.jpg?1562005045,57670,
Blood Crypt,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/2/f281e16f-0fe1-4095-bd63-0a4479f75c11.jpg?1593274074,24053,
Breeding Pool,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/c/ece3bcdd-cb33-4923-b919-ba57a327d3cd.jpg?1561851218,47475,
Brushland,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/b/0bd3ea6a-84f7-41d0-8e4d-222809f1d484.jpg?1562731166,22543,
Caves of Koilos,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/a/aa9ad0c9-77a7-4d18-9707-1e5e3d4cf7e8.jpg?1562792506,53344,
Evolving Wilds,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/c/bc7e0407-fea1-43ef-8580-82271e440bb3.jpg?1562708057,36440,
Fabled Passage,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/8/b841bfa8-7c17-4df2-8466-780ab9a4a53a.jpg?1572491204,78634,
Godless Shrine,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/f/6fd672bb-18cf-44e3-8dda-5310b1e0fffe.jpg?1561831123,47453,
Hallowed Fountain,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/2/c28aea19-2a39-4934-afda-909e234fa3ba.jpg?1593274095,24001,
Karplusan Forest,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/c/4c393b6f-2421-4d77-9025-dac9dfaaae36.jpg?1562237392,15636,
Llanowar Wastes,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/2/924d4025-a6f7-4ab0-8f0d-f4ba9ed0a232.jpg?1562031317,57672,
Overgrown Tomb,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/c/1c7d50d6-b63a-4d8c-88fa-1d78ae693a45.jpg?1562783396,46507,
Sacred Foundry,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/a/0a26d900-c652-4f9c-8681-a35c5f8b1937.jpg?1561815185,47815,
Shivan Reef,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/0/d07ded43-682b-417e-bcb4-0ef5186fd9ad.jpg?1562794643,53350,
Steam Vents,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/e/de911c88-f5c8-4955-9fa5-1f28a9b17236.jpg?1562794298,46805,
Stomping Ground,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/c/dcaa1ff6-304e-4660-9df3-36de8e89592e.jpg?1584832363,71558,
Sulfurous Springs,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/5/d5da34c3-53c7-401a-8f7e-f3cc8a42c888.jpg?1562742345,22613,
Temple Garden,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/8/b821e604-f9fd-47a4-b5ff-bfb5022834c2.jpg?1562792104,46501,
Temple of Abandon,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/6/46febc5d-1625-4e48-bb3f-31ee06fc13dd.jpg?1562817494,50266,
